Plate,Well,Part,Plasmid,Resistance,Well Status,Type,Sequencing,Short Description,Genbank File,Comments,Source,Subparts
Plate 3,16E,BBa_S03575,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""B0034:J32020""",https://synbiohub.org/public/igem/BBa_S03575/1/gb,"""Registry 2006 -> 2006 Source Plate 3""",iGEM2006_Duke,2
Plate 3,16F,BBa_J61101,pSB1A2,ampicillin,OK,RBS,Confirmed(A),"""Ribosome Binding Site Family Member""",https://synbiohub.org/public/igem/BBa_J61101/1/gb,,Arkin,1
Plate 3,16G,BBa_P0140,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""PoPS -> TetR  [S0163]""",https://synbiohub.org/public/igem/BBa_P0140/1/gb,"""MIT Distribution 4.04 -> BioBricks 2""",Antiquity,4
Plate 3,16H,BBa_B0010,pSB1A2,ampicillin,OK,Terminator,Single error(A),"""T1 from E. coli rrnB""",https://synbiohub.org/public/igem/BBa_B0010/1/gb,,Antiquity,1
Plate 3,16I,BBa_P0340,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""PoPS -> TetR  [S0157]""",https://synbiohub.org/public/igem/BBa_P0340/1/gb,"""MIT Distribution 4.04 -> BioBricks 2""",Antiquity,4
Plate 3,16J,BBa_I715023,pSB1A2,ampicillin,OK,Coding,Confirmed(A),"""Carboxyl portion of RFP""",https://synbiohub.org/public/igem/BBa_I715023/1/gb,"""Spring 2008 -> Source Plate 1005""",iGEM07_Davidson_Missouri_W,1
Plate 3,16K,BBa_P0353,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""PoPS -> cII (p22)   [S0161]""",https://synbiohub.org/public/igem/BBa_P0353/1/gb,"""MIT Distribution 4.04 -> BioBricks 2""",Antiquity,4
Plate 3,16L,BBa_K125500,pSB1A2,ampicillin,OK,Coding,Confirmed(A),"""GFP fusion brick""",https://synbiohub.org/public/igem/BBa_K125500/1/gb,,iGEM08_Hawaii,1
Plate 3,16M,BBa_P0451,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""PoPS -> cI (lambda)   [S0153]""",https://synbiohub.org/public/igem/BBa_P0451/1/gb,"""MIT Distribution 4.04 -> BioBricks 2""",Antiquity,4
Plate 3,16N,BBa_K165005,BBa_J63009,ampicillin,OK,Coding,Confirmed(A),"""Venus YFP  yeast optimized for fusion""",https://synbiohub.org/public/igem/BBa_K165005/1/gb,,iGEM08_BrownTwo,1
Plate 3,16O,BBa_P0453,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""PoPS -> cII (p22)   [S0155]""",https://synbiohub.org/public/igem/BBa_P0453/1/gb,"""MIT Distribution 4.04 -> BioBricks 2""",Antiquity,4
Plate 3,17A,BBa_K081000,pSB1C3,chloramphenicol,OK,Composite,Inconsistent(A),"""Mux CH0""",https://synbiohub.org/public/igem/BBa_K081000/1/gb,,iGEM08_UNIPV-Pavia,4
Plate 3,17B,BBa_I746370,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""P2 ogr inducing PF promoter""",https://synbiohub.org/public/igem/BBa_I746370/1/gb,,iGEM07_Cambridge,11
Plate 3,17C,BBa_K081001,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""Mux CH1""",https://synbiohub.org/public/igem/BBa_K081001/1/gb,,iGEM08_UNIPV-Pavia,4
Plate 3,17D,BBa_I746371,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""P2 ogr inducing PO promoter""",https://synbiohub.org/public/igem/BBa_I746371/1/gb,,iGEM07_Cambridge,11
Plate 3,17E,BBa_K081024,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""pcyA protein generator and Pomp""",https://synbiohub.org/public/igem/BBa_K081024/1/gb,,iGEM08_UNIPV-Pavia,4
Plate 3,17F,BBa_I746372,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""P2 ogr inducing PP promoter""",https://synbiohub.org/public/igem/BBa_I746372/1/gb,,iGEM07_Cambridge,11
Plate 3,17G,BBa_K117000,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Lysis gene (promotes lysis in colicin-producing bacteria strain)""",https://synbiohub.org/public/igem/BBa_K117000/1/gb,,iGEM08_NTU-Singapore,1
Plate 3,17H,BBa_I746382,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""PSP3 pag inducing PP promoter""",https://synbiohub.org/public/igem/BBa_I746382/1/gb,,iGEM07_Cambridge,11
Plate 3,17I,BBa_K117002,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""LsrA promoter (indirectly activated by AI-2)""",https://synbiohub.org/public/igem/BBa_K117002/1/gb,,iGEM08_NTU-Singapore,1
Plate 3,17J,BBa_I746385,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""PSP3 pag inducing PLL promoter""",https://synbiohub.org/public/igem/BBa_I746385/1/gb,,iGEM07_Cambridge,11
Plate 3,17K,BBa_K117008,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""pLsrA-YFP""",https://synbiohub.org/public/igem/BBa_K117008/1/gb,,iGEM08_NTU-Singapore,5
Plate 3,17L,BBa_I746392,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""phiR73 delta inducing PP promoter""",https://synbiohub.org/public/igem/BBa_I746392/1/gb,,iGEM07_Cambridge,11
Plate 3,17M,BBa_K118002,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""crtB coding sequence encoding phytoene synthase""",https://synbiohub.org/public/igem/BBa_K118002/1/gb,,iGEM08_Edinburgh,1
Plate 3,17N,BBa_I746394,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""phiR73 delta inducing Psid promoter""",https://synbiohub.org/public/igem/BBa_I746394/1/gb,,iGEM07_Cambridge,11
Plate 3,17O,BBa_K118006,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""rbs+crtB (phytoene synthase)""",https://synbiohub.org/public/igem/BBa_K118006/1/gb,,iGEM08_Edinburgh,2
Plate 3,17P,BBa_I746395,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""phiR73 delta inducing PLL promoter""",https://synbiohub.org/public/igem/BBa_I746395/1/gb,,iGEM07_Cambridge,11
Plate 3,18A,BBa_I12006,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""Modified lamdba Prm promoter (repressed by 434 cI)""",https://synbiohub.org/public/igem/BBa_I12006/1/gb,"""Registry Update -> Box 5""",Antiquity,1
Plate 3,18B,BBa_I20260,pSB3K3,kanamycin,OK,Measurement,Confirmed(A),"""Measurement Kit Test of J23101""",https://synbiohub.org/public/igem/BBa_I20260/1/gb,"""Spring 2008 -> Source Plate 1022""",Endy,5
Plate 3,18C,BBa_I12007,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""Modified lambda Prm promoter (OR-3 obliterated)""",https://synbiohub.org/public/igem/BBa_I12007/1/gb,"""Registry Update -> Box 5""",Antiquity,1
Plate 3,18D,BBa_E0240,pSB3K3,kanamycin,OK,Reporter,Inconsistent(A),"""GFP generator""",https://synbiohub.org/public/igem/BBa_E0240/1/gb,,Antiquity,4
Plate 3,18E,BBa_I14015,pSB1C3,chloramphenicol,OK,Regulatory,Inconsistent(A),"""P(Las) TetO""",https://synbiohub.org/public/igem/BBa_I14015/1/gb,"""Registry Update -> Box 5""",Antiquity,1
Plate 3,18F,BBa_E0240,pSB3K3,kanamycin,OK,Reporter,Confirmed(A),"""GFP generator""",https://synbiohub.org/public/igem/BBa_E0240/1/gb,,Antiquity,4
Plate 3,18G,BBa_I14032,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""promoter P(Lac) IQ""",https://synbiohub.org/public/igem/BBa_I14032/1/gb,"""Registry Update -> Box 5""",Antiquity,1
Plate 3,18H,BBa_E0240,pSB3K3,kanamycin,OK,Reporter,Confirmed(A),"""GFP generator""",https://synbiohub.org/public/igem/BBa_E0240/1/gb,,Antiquity,4
Plate 3,18I,BBa_I11033,pSB1C3,chloramphenicol,OK,DNA,Confirmed(A),"""P22 ''attP''""",https://synbiohub.org/public/igem/BBa_I11033/1/gb,"""Registry Update -> Box 5""",Antiquity,1
Plate 3,18K,BBa_I11032,pSB1C3,chloramphenicol,OK,DNA,Inconsistent(A),"""P22 ''attB''  reverse complement""",https://synbiohub.org/public/igem/BBa_I11032/1/gb,"""Registry Update -> Box 5""",Antiquity,1
Plate 3,18M,BBa_I11021,pSB1C3,chloramphenicol,OK,Coding,Inconsistent(A),"""excisionase from E. coli phage lambda (removes prophage from host genome)""",https://synbiohub.org/public/igem/BBa_I11021/1/gb,"""Registry Update -> Box 5""",Antiquity,1
Plate 3,18O,BBa_I15008,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""heme oxygenase (ho1) from Synechocystis""",https://synbiohub.org/public/igem/BBa_I15008/1/gb,"""Registry Update -> Box 5""",UTAustin,1
Plate 3,19A,BBa_K118007,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""rbs+appY (encoding a DNA-binding transcriptional activator)""",https://synbiohub.org/public/igem/BBa_K118007/1/gb,,iGEM08_Edinburgh,2
Plate 3,19B,BBa_I746009,pSB1C3,chloramphenicol,OK,Intermediate,Long part(A),"""AIP generator + outer membrane permeability""",https://synbiohub.org/public/igem/BBa_I746009/1/gb,,iGEM07_Cambridge,8
Plate 3,19C,BBa_K118011,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""PcstA (glucose-repressible promoter)""",https://synbiohub.org/public/igem/BBa_K118011/1/gb,,iGEM08_Edinburgh,1
Plate 3,19D,BBa_S03827,pSB1C3,chloramphenicol,OK,Intermediate,Inconsistent(A),"""I722005:A340620""",https://synbiohub.org/public/igem/BBa_S03827/1/gb,,Guests,13
Plate 3,19E,BBa_K118015,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""glgC coding sequence encoding ADP-glucose pyrophosphorylase""",https://synbiohub.org/public/igem/BBa_K118015/1/gb,,iGEM08_Edinburgh,1
Plate 3,19F,BBa_I744204,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""Tc sensor and cl lambda generator (Tet promoter) """,https://synbiohub.org/public/igem/BBa_I744204/1/gb,,iGEM07_Rice,15
Plate 3,19G,BBa_K118016,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""glgC16 (glgC with G336D substitution)""",https://synbiohub.org/public/igem/BBa_K118016/1/gb,,iGEM08_Edinburgh,1
Plate 3,19H,BBa_J23040,pSB1C3,chloramphenicol,OK,Signalling,Partially confirmed(A),"""[TetR][rbs][LuxR][dblTerm][LuxPR]+[rbs][LacI][dblTerm]  ""AHL-dependent inverter""""",https://synbiohub.org/public/igem/BBa_J23040/1/gb,,iGEM2006_Berkeley,10
Plate 3,19I,BBa_K118021,pSB1C3,chloramphenicol,OK,Measurement,Confirmed(A),"""PcstA+rbs+xylE""",https://synbiohub.org/public/igem/BBa_K118021/1/gb,,iGEM08_Edinburgh,2
Plate 3,19J,BBa_J24018,pSB1C3,chloramphenicol,OK,Signalling,Long part(A),"""TetR promoted AHL sensor and LacI producer""",https://synbiohub.org/public/igem/BBa_J24018/1/gb,,iGEM2006_Brown,10
Plate 3,19K,BBa_K118027,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""PcstA + lacZ""",https://synbiohub.org/public/igem/BBa_K118027/1/gb,,iGEM08_Edinburgh,3
Plate 3,19L,BBa_J45014,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""alcohol acetyltransferase I; converts isoamyl alcohol to isoamyl acetate (banana odor)""",https://synbiohub.org/public/igem/BBa_J45014/1/gb,,iGEM2006_MIT,1
Plate 3,19M,BBa_K103003,pSB1C3,chloramphenicol,OK,Protein_Domain,Confirmed(A),"""B domain of Staphylococcal protein A""",https://synbiohub.org/public/igem/BBa_K103003/1/gb,,iGEM08_Warsaw,1
Plate 3,19N,BBa_I15018,pSB1C3,chloramphenicol,OK,Reporter,Inconsistent(A),"""polycistronic ECFP+EYFP under B0031""",https://synbiohub.org/public/igem/BBa_I15018/1/gb,,UTAustin,4
Plate 3,19O,BBa_K082034,pSB1C3,chloramphenicol,OK,Generator,Inconsistent(A),"""lacI regulated GFP generator""",https://synbiohub.org/public/igem/BBa_K082034/1/gb,,iGEM08_USTC,5
Plate 3,19P,BBa_I13537,pSB1C3,chloramphenicol,OK,Project,Long part(A),"""Two promoter screening plasmid v1.0""",https://synbiohub.org/public/igem/BBa_I13537/1/gb,,MIT,12
Plate 3,20A,BBa_I11031,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""excisionase from E. coli phage P22 (removes prophage from host genome)""",https://synbiohub.org/public/igem/BBa_I11031/1/gb,"""Registry Update -> Box 5""",Antiquity,1
Plate 3,20B,BBa_J52026,pSB1AK3,kanamycin,OK,Coding,Bad Sequencing(A),"""dnMyD88-linker-GFP""",https://synbiohub.org/public/igem/BBa_J52026/1/gb,,iGEM2006_Slovenia,1
Plate 3,20C,BBa_E2050,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""derivative of mRFP1  yeast-optimized""",https://synbiohub.org/public/igem/BBa_E2050/1/gb,"""Registry Update -> Box 5""",Antiquity,1
Plate 3,20D,BBa_I712019,pSB1AK8,"ampicillin,kanamycin",OK,Coding,Bad Sequencing(A),"""Firefly luciferase - luciferase from Photinus pyralis""",https://synbiohub.org/public/igem/BBa_I712019/1/gb,,iGEM07_Ljubljana,1
Plate 3,20E,BBa_M0100,pSB1C3,chloramphenicol,OK,RNA,Inconsistent(A),"""tRNA_Arg5 to use as transcriptional reporter""",https://synbiohub.org/public/igem/BBa_M0100/1/gb,"""Registry Update -> Jen-Box 2""",Antiquity,1
Plate 3,20G,BBa_K200000,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Colanic acid global regulator -> RcsB""",https://synbiohub.org/public/igem/BBa_K200000/1/gb,,iGEM09_Imperial,1
Plate 3,20I,BBa_J04500,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""IPTG inducible promoter with RBS""",https://synbiohub.org/public/igem/BBa_J04500/1/gb,,iGEM09_Imperial,2
Plate 3,20K,BBa_J04650,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""E1010.B0015""",https://synbiohub.org/public/igem/BBa_J04650/1/gb,,iGEM09_Imperial,3
Plate 3,20M,BBa_K082003,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""GFP(+LVA)""",https://synbiohub.org/public/igem/BBa_K082003/1/gb,,iGEM08_USTC,1
Plate 3,20O,BBa_K082006,pSB1C3,chloramphenicol,OK,Coding,Bad Sequencing(A),"""LuxR-G2F""",https://synbiohub.org/public/igem/BBa_K082006/1/gb,,iGEM08_USTC,1
Plate 3,21A,BBa_K098991,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""cI promoter with GFP reporter""",https://synbiohub.org/public/igem/BBa_K098991/1/gb,,iGEM08_Harvard,5
Plate 3,21B,BBa_I13538,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""Two promoter screening plasmid v1.1""",https://synbiohub.org/public/igem/BBa_I13538/1/gb,,MIT,11
Plate 3,21C,BBa_K137040,pSB1C3,chloramphenicol,OK,Device,Confirmed(A),"""Coding SSM device: GFP with (AGTC)10 after start codon""",https://synbiohub.org/public/igem/BBa_K137040/1/gb,,iGEM08_Caltech,5
Plate 3,21D,BBa_I13533,pSB1C3,chloramphenicol,OK,Measurement,Long part(A),"""Screening Plasmid 2.5""",https://synbiohub.org/public/igem/BBa_I13533/1/gb,,MIT,8
Plate 3,21E,BBa_K137042,pSB1C3,chloramphenicol,OK,Device,Confirmed(A),"""Regulatory SSM device: Promoter with (TA)10 repeat expressing GFP""",https://synbiohub.org/public/igem/BBa_K137042/1/gb,,iGEM08_Caltech,5
Plate 3,21F,BBa_I13539,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""Two promoter screening plasmid v1.2""",https://synbiohub.org/public/igem/BBa_I13539/1/gb,,MIT,11
Plate 3,21G,BBa_K137043,pSB1C3,chloramphenicol,OK,Device,Confirmed(A),"""Regulatory SSM device: Promoter with (TA)9 repeat expressing GFP""",https://synbiohub.org/public/igem/BBa_K137043/1/gb,,iGEM08_Caltech,5
Plate 3,21H,BBa_I13544,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""Intermediate in two promoter screening plasmid""",https://synbiohub.org/public/igem/BBa_I13544/1/gb,,MIT,7
Plate 3,21I,BBa_K105004,pSB1C3,chloramphenicol,OK,Protein_Domain,Confirmed(A),"""cI - repressor from E.coli phage lambda""",https://synbiohub.org/public/igem/BBa_K105004/1/gb,,iGEM08_ESBS-Strasbourg,1
Plate 3,21J,BBa_T9002,pSB1C3,chloramphenicol,OK,Signalling,Long part(A),"""GFP Producer Controlled by 3OC6HSL Receiver Device""",https://synbiohub.org/public/igem/BBa_T9002/1/gb,,Anna_Labno,10
Plate 3,21K,BBa_K105022,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""lex A - operator""",https://synbiohub.org/public/igem/BBa_K105022/1/gb,,iGEM08_ESBS-Strasbourg,1
Plate 3,21L,BBa_I13543,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""Intermediate in two promoter screening plasmid""",https://synbiohub.org/public/igem/BBa_I13543/1/gb,,MIT,6
Plate 3,21M,BBa_K105024,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""Gal4 - operator""",https://synbiohub.org/public/igem/BBa_K105024/1/gb,,iGEM08_ESBS-Strasbourg,1
Plate 3,21N,BBa_I732906,pSB1C3,chloramphenicol,OK,Device,Long part(A),"""[aTc] -> [LRLb]""",https://synbiohub.org/public/igem/BBa_I732906/1/gb,,iGEM07_USTC,6
Plate 3,21O,BBa_K116638,pSB1C3,chloramphenicol,OK,Generator,Bad Sequencing(A),"""pLac + RBS + LuxI + T""",https://synbiohub.org/public/igem/BBa_K116638/1/gb,,iGEM08_NYMU-Taipei,5
Plate 3,21P,BBa_I732913,pSB1C3,chloramphenicol,OK,Measurement,Long part(A),"""[aTC] -> RFP""",https://synbiohub.org/public/igem/BBa_I732913/1/gb,,iGEM07_USTC,8
Plate 3,22A,BBa_K081015,pSB1C3,chloramphenicol,OK,Generator,Inconsistent(A),"""luxI protein generator - PoPS->luxI""",https://synbiohub.org/public/igem/BBa_K081015/1/gb,,iGEM08_UNIPV-Pavia,3
Plate 3,22C,BBa_K081019,pSB1C3,chloramphenicol,OK,Generator,Bad Sequencing(A),"""luxR protein generator under Plambda regulation""",https://synbiohub.org/public/igem/BBa_K081019/1/gb,,iGEM08_UNIPV-Pavia,4
Plate 3,22E,BBa_K143001,pSB1C3,chloramphenicol,OK,DNA,Confirmed(A),"""5? Integration Sequence for the amyE locus of B. subtilis""",https://synbiohub.org/public/igem/BBa_K143001/1/gb,,iGEM08_Imperial_College,1
Plate 3,22G,BBa_K165037,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""TEF2 yeast constitutive promoter""",https://synbiohub.org/public/igem/BBa_K165037/1/gb,,iGEM08_BrownTwo,1
Plate 3,22I,BBa_K084007,pSB1C3,chloramphenicol,OK,Signalling,Confirmed(A),"""Lac repressible lasI generator (No LVA )""",https://synbiohub.org/public/igem/BBa_K084007/1/gb,,iGEM08_Chiba,3
Plate 3,22K,BBa_K081012,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""GFP protein generator - PoPS->GFP""",https://synbiohub.org/public/igem/BBa_K081012/1/gb,,iGEM08_UNIPV-Pavia,3
Plate 3,22M,BBa_K081014,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""RFP protein generator - PoPS->RFP""",https://synbiohub.org/public/igem/BBa_K081014/1/gb,,iGEM08_UNIPV-Pavia,3
Plate 3,22O,BBa_K081016,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""lasI protein generator - PoPS->lasI""",https://synbiohub.org/public/igem/BBa_K081016/1/gb,,iGEM08_UNIPV-Pavia,3
Plate 3,23A,BBa_K116640,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""pTet + RBS + LuxR + T""",https://synbiohub.org/public/igem/BBa_K116640/1/gb,,iGEM08_NYMU-Taipei,5
Plate 3,23B,BBa_I716103,pSB1C3,chloramphenicol,OK,T7,Long part(A),"""T7rnap (T7 RNA Polymerase) - ATG Start Codon""",https://synbiohub.org/public/igem/BBa_I716103/1/gb,,iGEM07_Berkeley_UC,1
Plate 3,23C,BBa_K137058,pSB1C3,chloramphenicol,OK,Device,Confirmed(A),"""GFP fimE switch with 250 bp tetR promoter """,https://synbiohub.org/public/igem/BBa_K137058/1/gb,,iGEM08_Caltech,7
Plate 3,23D,BBa_S03813,pSB1C3,chloramphenicol,OK,Intermediate,Long part(A),"""S0103:J06602""",https://synbiohub.org/public/igem/BBa_S03813/1/gb,,Guests,4
Plate 3,23E,BBa_C0050,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""cI repressor from phage HK022  (+LVA?)""",https://synbiohub.org/public/igem/BBa_C0050/1/gb,,Antiquity,1
Plate 3,23F,BBa_S03814,pSB1C3,chloramphenicol,OK,Intermediate,Long part(A),"""S0100:J06602""",https://synbiohub.org/public/igem/BBa_S03814/1/gb,,Guests,4
Plate 3,23G,BBa_K079050,pSB1C3,chloramphenicol,OK,Reporter,Single error(A),"""GFP reporter protein under the control of the J23100 constitutive promoter and LexA 2 operator""",https://synbiohub.org/public/igem/BBa_K079050/1/gb,,iGEM08_Bologna,6
Plate 3,23H,BBa_J24676,pSB1C3,chloramphenicol,OK,Device,Long part(A),"""pBAD to tetR coding region  lacI coding region  and mCherry reporter""",https://synbiohub.org/public/igem/BBa_J24676/1/gb,,iGEM2006_Brown,9
Plate 3,23I,BBa_K145301,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""lacI controlled by key/lock""",https://synbiohub.org/public/igem/BBa_K145301/1/gb,,iGEM08_KULeuven,5
Plate 3,23J,BBa_J24675,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""PoPS-> lacI and mCherry""",https://synbiohub.org/public/igem/BBa_J24675/1/gb,,iGEM2006_Brown,6
Plate 3,23K,BBa_K081020,pSB1C3,chloramphenicol,OK,Translational_Unit,Long part(A),"""cI and lasR protein generator (TERM-)""",https://synbiohub.org/public/igem/BBa_K081020/1/gb,,iGEM08_UNIPV-Pavia,4
Plate 3,23L,BBa_J06620,pSB1C3,chloramphenicol,OK,Intermediate,Long part(A),"""Construction intermediate: Lambda cI QPI with EYFP (Q04510.E0430)""",https://synbiohub.org/public/igem/BBa_J06620/1/gb,,iGEM2005,9
Plate 3,23O,BBa_J04450,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""RFP Coding Device""",https://synbiohub.org/public/igem/BBa_J04450/1/gb,,iGEM2005,5
Plate 3,23P,BBa_J04450,pSB1C3,chloramphenicol,OK,Reporter,Inconsistent(A),"""RFP Coding Device""",https://synbiohub.org/public/igem/BBa_J04450/1/gb,,iGEM2005,5
Plate 3,24A,BBa_K081021,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""pcyA protein generator - PoPS->pcyA""",https://synbiohub.org/public/igem/BBa_K081021/1/gb,,iGEM08_UNIPV-Pavia,3
Plate 3,24C,BBa_K137055,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""Constitutive pabA expression construct""",https://synbiohub.org/public/igem/BBa_K137055/1/gb,,iGEM08_Caltech,5
Plate 3,24E,BBa_E0420,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""ECFP (RBS+ LVA- TERM) (B0034.E0020.B0015)""",https://synbiohub.org/public/igem/BBa_E0420/1/gb,,Antiquity,4
Plate 3,24G,BBa_S0102,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""B0034.C0050""",https://synbiohub.org/public/igem/BBa_S0102/1/gb,,Antiquity,2
Plate 3,24I,BBa_S0103,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""B0034.C0051""",https://synbiohub.org/public/igem/BBa_S0103/1/gb,,Antiquity,2
Plate 3,24K,BBa_S0104,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""B0034.C0052""",https://synbiohub.org/public/igem/BBa_S0104/1/gb,,Antiquity,2
Plate 3,24O,BBa_J04450,pSB1C3,chloramphenicol,OK,Reporter,Inconsistent(A),"""RFP Coding Device""",https://synbiohub.org/public/igem/BBa_J04450/1/gb,,iGEM2005,5
Plate 4,1A,BBa_K831009,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""Inducible HipB antitoxin under the control of lac promoter""",https://synbiohub.org/public/igem/BBa_K831009/1/gb,,iGEM12_Colombia,2
Plate 4,1B,BBa_K249003,pSB1C3,chloramphenicol,OK,Device,Confirmed(A),"""Lumazine Synthase""",https://synbiohub.org/public/igem/BBa_K249003/1/gb,,iGEM09_Lethbridge,5
Plate 4,1C,BBa_J176005,pSB1C3,chloramphenicol,OK,Protein_Domain,Confirmed(A),"""mCh""",https://synbiohub.org/public/igem/BBa_J176005/1/gb,,Haynes_Lab,1
Plate 4,1D,BBa_K257007,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""ClyA_Fusion_N-Term""",https://synbiohub.org/public/igem/BBa_K257007/1/gb,,iGEM09_Paris,1
Plate 4,1E,BBa_K228009,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""AraC protein(reversed sequence) and Pbad promoter""",https://synbiohub.org/public/igem/BBa_K228009/1/gb,,iGEM09_PKU_Beijing,2
Plate 4,1F,BBa_K676004,pSB1C3,chloramphenicol,OK,Device,Inconsistent(A),"""Supercoilometer""",https://synbiohub.org/public/igem/BBa_K676004/1/gb,,iGEM11_UCL_London,5
Plate 4,1G,BBa_K243000,pSB1C3,chloramphenicol,OK,Protein_Domain,Confirmed(A),"""Protein domain (active) of the restriction endonuclease FokI""",https://synbiohub.org/public/igem/BBa_K243000/1/gb,,iGEM09_Freiburg_bioware,1
Plate 4,1H,BBa_I732111,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""ARL2A0204""",https://synbiohub.org/public/igem/BBa_I732111/1/gb,,iGEM07_USTC,1
Plate 4,1I,BBa_K1051002,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""Stop codon free EYFP in RFC[23] standard""",https://synbiohub.org/public/igem/BBa_K1051002/1/gb,,iGEM13_Shenzhen_BGIC_ATCG,1
Plate 4,1J,BBa_K189000,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Targeted BioBrick""",https://synbiohub.org/public/igem/BBa_K189000/1/gb,,iGEM09_Tsinghua,1
Plate 4,1K,BBa_K515107,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""Composite p(tetR) - Dendra2""",https://synbiohub.org/public/igem/BBa_K515107/1/gb,,iGEM11_Imperial_College_London,3
Plate 4,1L,BBa_K255000,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""laci-cfp fusion""",https://synbiohub.org/public/igem/BBa_K255000/1/gb,,iGEM09_IIT_Bombay_India,1
Plate 4,1M,BBa_K249001,pSB1C3,chloramphenicol,OK,Inverter,Confirmed(A),"""Arabinose Induced Inverter""",https://synbiohub.org/public/igem/BBa_K249001/1/gb,,iGEM09_Lethbridge,6
Plate 4,1N,BBa_K592015,pSB1C3,chloramphenicol,OK,Reporter,Bad Sequencing(A),"""amilCP Blue Coding Device""",https://synbiohub.org/public/igem/BBa_K592015/1/gb,,iGEM11_Uppsala-Sweden,5
Plate 4,1O,BBa_J31006,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""tetracycline resistance protein TetA(C) (backwards) [cf. BBa_J31007]""",https://synbiohub.org/public/igem/BBa_J31006/1/gb,,iGEM2006_Davidson,1
